Unnamed: 0,Review_Date,Author,Rating,Review_Title,Review
494,28-Oct-20,vodkkaa,1," Who built the cages Borat?
","The movie is too childish, but very offensive. I made it to 18 minutes. The scene at this point was too much for me."
495,24-Oct-20,joeyfrats,8," A great follow-up piece
","Though, not nearly as funny as the first film ; and several ""gasp worthy"" scenes short as the previous, this was a great way to appease the Borat in us all. Yeah, the political rhetoric is obviously Anti-Trump, but hey, it's 2020 and everyone is pissed off at something. I found a few moments that sparked a laugh, and generally entertaining throughout. But what can Cohen do? Kids, senior citizens and everyone between know of Borat. It's not like he can hide anywhere! The costumes were a great addition!
Super curious how many Civil suits the production company and Cohen get hit with... but I'd watch this again!! Give it a whirl!!"
496,25-Oct-20,laughingbuddhaa,4," It comes out as a cringe-worthy in 2020
",Not doubting genius of SKB but current times is not suitable to enjoy this kind of comedy based on reality
497,15-Nov-20,benniegrezlik,3," Borat as a Mad Magazine movie
","Borat would have been a perfect vehicle for Mad Magazine. I am a pretty old dude, so I remember with fondness Mad Magazine in the fifties satirizing such tropes as Superman, Batman, and numerous television shows. Realy, any form of entertainment that appealed to ""the masses"" was fair game because secretly, us kids knew mass media was BS."
498,13-Nov-20,xNecRosex,3," Now that...that was really bad.
","That's not even remotely close to the OG Borat movie, idk where this ""decent"" reviews are coming from. This is straight up garbage. Borderline-idiotic, not funny and barely passable as a B-movie."
499,25-Oct-20,imatrosov,1," Boring and not funny
","Big fan of Borat, loved the first movie but what did i just watch!"
500,31-Oct-20,liat-ezchip,1," Would give 0 stars if I could
","Repulsive movie, lowest kind of humor possible. Don't waste 90 minutes of your time on this awful movie. I am genuinely surprised that Amazon even chose to be streaming it."
501,28-Oct-20,flamingo-97597,2," Sympathy
","This was a chore to finish watching! I feel sorry for this guy! This character is all he can do? It's not even funny anymore just stupid! I'm glad I didn't pay to see this.
Total waste of time!"
502,23-Oct-20,saravjit-67888,10," As expected
","Just watch it...there will be butthurt people giving bad reviews, but the dark humor is just next level."
503,25-Oct-20,omax_m,3," Too Political
","It had extreme political views compared with Borat 1, I think his daughter was a waste of time in the movie but probably the movie was motivated by feminists. It had very pro-Zionist views on things."
504,24-Oct-20,yrusuchamoron,," Just in time to SAVE a Sobering and Embattled 2020!! If you can't find humor here, start praying for 2021.
","WHAT A GEM !!! Not until Borat #1 could I have found any value for SBC, since then he brought an authentic Comic Genius for those who dare.
I would have predicted ""One and Done"" after the 1st Bora, as
it seemed INCONCIEVABLE that there could ever be another made....BUT Gullible was I, this one is a TRUE MASTERPIECE!!!
Aside from the expected inappropriate yet laughable sacrilegious antics, anti-Semitism, racism, misogynistic themes, etc... again were the scenes where ""simple American country folk"" appear to be portrayed as if ignorant to the decade, in which some actually are, and they ain't acting.
BUT this time even the True Blue N.Y.C.'s Ex-Mayor, the actual Personal Attorney to the POTUS himself, RUDY G. was truly CLUELESS to the semi-private situation he was in as he ""FIDDLED ABOUT"", not knowing just how not-private it really was.
Ok, so he's just another well-known senile and demented ""Dirty Old Man"" politician, but were ""his people"" not aware enough to protect him from himself? All he had to do was admit he had a great time participating in Borat 2 and acting along it for fun"", but he is not even that wise."
505,24-Oct-20,rfadam,4," Cringy
",This movie had some funny moments but my memories of Borat from back in 2007 are more funny than how Borat actually was and is. Borat provided a lot of laughs back then
506,23-Oct-20,mikeygirwin,2," Same old
",Pretty much same old clichés. No longer funny. He's a clever guy and has done some very good stuff but this is schoolboy humour. Very disappointing
507,4-Nov-20,PyroSikTh,8," Better Than ""Cultural Learnings for Make Benefit Glorious Nation of Kazakhstan""
","Subsequent Moviefilm follows the same basic premise as the first movie; Sacha Baron Cohen dresses up as an outlandish character and travels across America pranking real American citizens, and revealing the true nature of normal people, from the good to the bad. This time however, instead of chasing after Pamela Anderson, Borat has his daughter with him, and hopes to marry her off to one of Trump's political allies in order to earn a better reputation for glorious nation of Kazakhstan. This results in a much more interesting and engaging story, and gives us another character to get to know and really root for. Azamat, the producer in the first movie, was never given much attention as a character. He was just someone for Borat to feed off of. But Tutar is not treated the same way, and even has her own character arc and her own chances to prank people. Not to mention the twists and turns brought on by current events that were moulded into the story so effortlessly it's hard to believe they started filming this last year before everything hit the fan. Not only is the pandemic slotted in so seamlessly, but it manages to elevate the movie - from a narrative standpoint - far above anything else Baron Cohen has done."
508,6-Nov-20,a-sapnagyte,10," This is very true funny movie 👌
","An excellent movie, very enjoyable 👍 good job ✨ totally fully loaded with jokes. I have spent a Great time watching it. Good msg sent to the world. Positive."
509,25-Oct-20,carlossanchezlopez,10," Amazing execute, like he would say
","Borat and Maria, are amazing actors do not feel shame like the rest of us, which allows him to do some legendary hilarious and cringeworthy performances, while giving an important message at the same time."
510,25-Oct-20,elgrampo77,5," Loved the first one...
","...and Even though you probably should not compare the two movies, you still do. A couple of really funny and/or unbelievable scenes but most of it trying to be a normal comedy movie.
Probably would not watch a third one."
511,14-Nov-20,matthewssilverhammer,7," It's hard to pull off unique, US-skewering satire in 2020.
","In 2006, we laughed at the shock of Borat's reveal of the America's soul. Now with Facebook, YouTube, iPhones, countless talk shows & pundit panels, & Donald Trump, it's hard to surprise us. Smartly, BSMF seems aware of this & leans heavier into the narrative, which provides the biggest shock: how sweet the story is! Maria Bakalova is a revelation & basically carries the movie. SIDE NOTE: the dance scene is far more insane than the Giuliani one."
512,23-Oct-20,simelemontolomeo-56461,10," I didn't stop laughing amigos.
","The best movie I've seen this year. a great criticism of reality, especially the American way of life and its politicians. I'm surprised all those Trump supporters don't give it low marks."
513,23-Oct-20,persian-belle,1," Disgusting trash (no matter the politics)
",I'm not concerned about his political message.
514,12-Nov-20,tinetcom,1," Cheap and non original
","Aside for some of the vulgarity, most comic stunts are cheap and boring. He is trying the same old stuff as in the past movies. Very evident are his political or other issues bias; clips cut only to surgically make people look in a bad way, extrapolating only the script that can be misinterpreted to his own agenda.
Furthermore, his boring (Borat synonym ?:-) ) attempt to be overly sensational at whatever cost is so decadent and distructive .
Waste of money. America deserves better !!"
515,23-Oct-20,aidanratesmovies,10," An Excellent Sequel
","Incredibly enjoyable, hilarious, and very entertaining- the sequel to 2006's legendary comedy Borat somehow is able to not only hold up in this time and age, but also prove to be almost just as good as its predecessor. Being a huge fan of Sacha Baron Cohen, I enjoyed this film quite a lot. It was what I wanted it to be, not necessarily more, but it was satisfying to watch nevertheless. The film is a brilliant and well executed satire on values, our government today, and of course politics- and between these themes, ideas, and messages, it is also able to provide a surprisingly compelling story. I of course enjoyed Cohen's return as the outrageous titular character, as well as the continuation and expansion on many of the insane concepts from the first film. The biggest surprise of the film, however, is Maria Bakalova performance as Borat's daughter Tutar. She is not only able to keep up with Borat's outrageous situations, but also prove to be quite funny, moving, and fun to watch on screen. It's an insane film, with insane shoes to fill, but somehow this sequel from legendary comedian Sacha Baron Cohen is able to accomplish all of it, while proving to be more consistent and almost as funny as the original.
My Rating: 9.75/10"
516,23-Oct-20,llamasite,4," Worse than Grimsby
","I am a long time fan of Sacha Baron Cohen, and eagerly anticipated a sequel to one of the funniest films ever made, Borat. Unfortunately, this is probably his worst work yet, and along with his comic genius, he has produced a few clangers. This is the worst yet."
517,17-Dec-21,jeromesgabilo,8," BEST COMEDY OF 2020
","This one definitely did not disappoint. It didn't feel cheap or overdone. From Maria Bakalova's and Sacha Baron Cohen's hilarious performances to incredible production and scripts, this is, in my opinion, the best comedy movie fo 2020."
518,23-Jun-21,brucewillisisaghost,1," Political motivated!
","Trying to make Trump a p3d0, huh? This movie was obviously produced to discredit Trump and the Republicans during the election. Just a very sad attempt. Go with the facts, not with the fiction, and look into Epsteins flight logs. Brainwash movie at the lowest level."
519,1-Nov-20,aurel-buzatu,4," Democrats rate it 10, republicans rate it 1... so 4 stars from me
","This would have been a masterpiece if it wasn't clearly politically biased.
If only this had mocked the other side just a little bit, it would have made it a great watch.
Even the release date is intended to make it a democrat propaganda material."
520,25-Oct-20,srikantjayaraman,10," Impactful. Meaningful. Worthy. Dark. Comedy. Naked Truth.
","Impactful. Meaningful. Worthy. Dark. Comedy. Naked Truth. Thank you for your courage and boldness, Cinema - are few words that come to my mind after watching this movie."
521,23-Oct-20,SupremeMovieKing,7," Good to See you again Borat!
","Great to see Borat back in action, unfortunately the movie is notably worse than the original (is anyone really surprised?!). Still around a 7/10 and definitely Worth watching for those few classic Borat moments (not to mention the lack of any decent new content for months!), but overall it definitely could/should have been better. Not even as funny as Bruno but still had a few good laughs and better still, the nostalgia of when Borat ruled the world!!! I've been a fan since his original HBO show and I'm glad to see Borat still spreading his Hrum everywhere! Go in with lowish expectations and enjoy!!!"
522,23-Oct-20,daviddunn-90653,9," A Welcome Return Of Borat
","Borat is back ! This may not pack the punch of the first movie, but it sure does deliver on its topical message told through Sacha Baron Cohen's very unique comedy style.
Not for the faint hearted, it will almost certainly offend the intellectually challenged Gun Totin' Conservative Americans, Evangelicals, etc...........This is, in essence, a sharp parody of all thats been bad in America for the past few years."
523,24-Oct-20,arungeorge13,7," A hilariously over-the-top sequel that doesn't quite match up to the original! [+71%]
","Although better structured from a narrative standpoint, Borat Subsequent Moviefilm lacks the authenticity of the first. But oh boy, can Sacha Baron Cohen (who plays the titular character) and Maria Bakalova (who plays Tutar, Borat's 15-year-old daughter) make you laugh your guts out! While this is very much a movie about Borat's ridiculous antics (and disguises), its emotional core is centered around Tutar. Bakalova is sensational here, as the ""daughter-in-a-cage"" who accidentally smuggles herself to America (even getting a full-blown character arc)."
524,31-Oct-20,bef1991,4," Very poor taste
","To be honest, I'm not a fan of Cohen's brand of comedy. That said, his past films exposed people in power for greed and racism. This time he pranked really good people; the kind babysitter, the Christian Counselor and the Jewish ladies. I thought that was in very poor taste."
525,24-Oct-20,TheSilverStreak,8," Just what US and A needs right now
","Yes, it's heavily political. Yes, some scenes will shock you. But considering we're days away from what may be the most important election of our lives, I believe this is a great tool to remind us of some of the horrible things going on of which we have become desensitized. Watch it asap!"
526,24-Oct-20,blakebonar,8," Extremely uncomfortable in a good way
","This film is a massive accomplishment when trying to imagine how they possibly choreographed the interviews, meetings, film crew and timelines at the various locations using the two main actors."
527,13-Nov-20,farhagh,1," Horible, horible, horible!
","I am not sure how this can even be called a movie; no story, horible acts, and not even funny. Some random irrelevant passages from a stupid illogical character that is supposed to be funny (?)! Really? The only thing you may remember from this title is the Juliani scene which you wonder how they have been able to record from him, but this could be a 15 min short report instead of a long ""movie"""
528,24-Oct-20,HanziTM,10," A modern masterpiece
","This ridiculously outrageous movie-film makes tribute to the first Borat. It is amazing how Borat is allowed to live and breathe in the very fierce 2020 Covid atmosphere. Even through it is quite offensive, we can only laugh at the ridiculous statement people say. I thought that it wouldn't work out but oh my god, it delivered!"
529,4-Nov-20,rogiervanwegberg,9," Hilarious and courageous!
","Borat and his 'daughter' are fantastic!
Tears in my eyes.
We need more of this in these times!"
530,26-Oct-20,hesterjd-72853,2," It was funny in 2006
","I tried to like it, but SBC hit a wall a long time ago."
531,26-Oct-20,jhr2012,8," Funny stuff
","A lot of it is silly, but overall, it's quite funny. The scene with Borat and his daughter dancing was both disgusting and funny. I imagine some people won't like it, and I can understand why, but I thought it was funny."
532,25-Oct-20,AshBoshog,4," I mean it was alright
",A really rushed movie that was clearly made to make people not to vote for trump thats it. Laughed maybe once or twice but the problem was that it had the same jokes which was the daughter being dumb and learning stuff and that was just really boring. I understand why they made this movie but was it really necessary?
533,27-Oct-20,MusaShinwari,1," Embarrassing
","I've no doubt Sacha Baron Cohen is a talented guy but this film!! I couldn't watch it all, it was awful, cringey and poor taste I turned it off after 15 minutes and that was too much! Absolute crap! I never stopped laughing at the first Borat film but didn't find this funny at all"
534,29-Oct-20,artbreyfogle,2," Joke Fails Second Time Around
",Movie flat and not funny...BUT Maria Bakalova is a fresh new star...Worth your time to see her in action...but dat's it...
535,24-Nov-20,cruise01,8," Stupid fun that keeps you entertained.
",4 out of 5 stars.
536,24-May-21,Ruskington,3," Soft-hitting and tedious
","While the original Borat material is generally very good, this is nothing more than SBC feasting on the low-hanging comedy fruit that is mocking Trump and his supporters. Very few laughs, a boring plot and the usual political gags that do nothing more than increase the left-right friction."
537,24-Oct-20,adamlennard,10," Excellent
","I loved the first one and this doesn't disappoint. I'm very much right wing so I don't get the republicans getting upset learn to laugh at yourself. If you're easily offended and have no sense of humour no you won't like it. If you're blessed with a sense of humour, can laugh at yourself you will love it. Baron Cohen deserves credit for how brave he is he genuinely puts his life on the line. Plus his on screen daughter is a delight."
538,24-Oct-20,H0it0m,9," Hilarious!
","The funniest actor with the best movie in the whole world , Sacha Baron Cohen :)"
539,23-Oct-20,rudayoub,10," Beautiful
","A genius display of current events.
Dont expect everyone to like this, if you know what I mean :)"
540,24-Oct-20,rnickm,1," Some high, highs, but too many low, lows. Cant tell if I loved it, or hated it.
","Waited all this time for this, sat down with friends ready to cringe and laugh, and either we all just got old between films, or we loved it, and just couldn't laugh through our masks. A couple of strong laughs, but I'm reading reviews saying 9/10 and wondering what these people watched. No Luenell Either? I'm seeing that the bad reviews are woke and saying ""Republicans or rednecks won't like it"" of course people have to get political and not just watch it, and what would republicans be mad about, Giuliani scene was cringey more than funny, and if you didn't want to hang out with the cabin boys after, you clearly are enjoying 2020 being locked in. From my group what I could tell is, if you liked the daughter character you liked it a lot, if you didn't, obviously you won't. I probably should give it a 4, or a 7, but I guess to me it was like watching the sixth sense a second time. That's probably a dumb analogy, but I couldn't get past the novelty had worn off. I think I laughed more the 5 minutes before we watched it, talking about Borat 1, then during."
541,24-Oct-20,avndragon,10," Funny and very scary
","Sasha is giving us a few laughs and some serious warnings if you can see beneath the humor. This movie should be seen by everyone in the world and a wake up call to people.
Sasha is wide awake in a world full of sleeping sheep. This movie is full of TRUTH. But the Truth can be scary if you know where the world is heading.
Look below the fake comedic facade for the scary truth."
542,26-Oct-20,tylermorris30,6," It's alright over all
","Nothing really bad about it, it never pulled me in and made me feel invested."
543,1-Nov-20,grahamimpollock,9," Brilliant!
",It has been a long time since I laughed out loud so much at a comedy movie! Much better than the first one and very clever. The actress who played the daughter was brilliant too and a great addition to the storyline.
544,23-Oct-20,annlevtex,9," Double Trouble!
","I actually liked this one better than the first Borat. Granted, you can't have Borat 2 without the original, because you need the set-up. But adding his daughter to the mix produces some hilarious, bonkers, on-point and even oddly poignant results. The young actress who plays her has SBC's fearlessness, comic instincts and gift for improv. She's terrific. How she got through the debutante ball dance scene is beyond me. They just make a great pair and have wonderful chemistry as actors and partners in crime."
545,23-Oct-20,mjb301086,7," Funny
",It's not as good as the 1st but still good. There were a few parts that I thought were poor and not funny but a fair few parts had me howling. 6.5/10
546,24-Oct-20,ryanpersaud-59415,5," A movie for the times, take that as you will
","So, the positive. I think this movie does, at least begin, with some of the nostalgic cringe humour of the original. The movie is at its best when ""ordinary people"" are in a ridiculous and offensive situation. I also thought the girl playing Borat's daughter was FANTASTIC. She kept up with and sometimes even exceeded Cohen. I frequently found myself laughing at the scenes with her."
547,25-Oct-20,kovacsalbert,1," Propaganda 2020
","I remember watching Borat as a teen when it first came out. The whole crowd in the cinema was laughing almost all the way threw the movie. It was new it was unbelievably funny and it was so original. If you have not watched the second part please do the original movie and yourself a huge favor and DONT watch it! It's basically an anti Trump movie right before the elections, but I don't get the point. Will anyone watch it and believe that it's not staged? The first movie was not that was clear but this? What's the point of the part when he goes in the synagogue dressed as a Jew when it is know that the the lady who are there already knew that this was a set up? Wasn't even funny. Who believes that the part when the three of them are in quarantine and come up with a song that he sings a day after is not staged? The whole movie seems fake and I can't remember one part that was actually funny. Too bad he did a second part , I hope he does not ruin Bruno if Trump wins the election... The worst is the way they edited the whole movie , just check how the real rally he attended happened... Do your self a favor, and don't watch it."
548,30-Oct-20,figueiredoalexandre,1," Boring
",I was counting the days to watch Borat 2 as I was thinking it would be as good as Borat 1. How wrong I was... Borat 2 is boring to death. I was watching it lying down on my couch and I fell asleep halfway through the film.
549,24-Oct-20,mattlayne,9," Where Angels Fear to Tread
","From a ""faith-based"" Women's Clinic to Georgia debutante ball, Borat goes where few journalists dare and exposes our not so hidden hypocrisy in the process. I laughed. I cringed. I saw Rudy Guliani expose himself for the creep he is.
Thank you, Sacha Baron Cohen. By the way, is it true that Melania named her son after you?"
550,23-Oct-20,leonlouis-45645,10," Great movie
","Sad reality, made me laugh at the same time.
Hope to see other movies with Sasha soon"
551,9-Nov-20,djremotion,3," Tiring
","After massive laugh attack of first Borat which imho was great, this second installment feels forced and unfunny from the get go. Storyline is rubbish, acting is bad and it all feels just so hastily glued that we found it to be tiring and barely funny at any point. At somepoint you forgot thinking if this or that scene was completely acted because it did not make you laugh regardless. There was of course the added weight of the political agenda that further made it feel tiring and forced effort. One of the worst movies I have seen in last 10 years."
552,21-Feb-21,Pjtaylor-96-138044,6," King in the castle; this time with princess.
","'Borat Subsequent Moviefilm (2020)' is about as successful as the first flick, though it still suffers from similar issues. What mainly sets it apart from its predecessor is the fact that its characters are actually afforded some growth; not only are their backwards views satirised, they're actively challenged. As usual, the affair is at its best when it calls attention to - via poking fun at - the various political problems within that plague the USA. Shot on the sly, it manages to tell a remarkably cohesive and relevant story even in an ever-evolving political landscape. It's often funny (probably more consistently so than the first), with newcomer Bakalova holding her own against stalwart Cohen. There are also some real jaw-dropping moments, for better or worse, and a segment that actually gives some sickening insight into what happens behind certain locked doors. Plus, a final reveal brings everything together in an absurd yet almost side-splitting way. Of course, the film is basically just a series of skits. Its emotional drive, though surprisingly well-done, doesn't hold as much weight as you'd like it to (though you'll probably give it a bit of slack). Several of its skits are a little hazy as to whether they're punching up or down, too. Still, this is a shockingly good follow-up to a fifteen-year-old film. 6/10"
553,24-Oct-20,johnpap-25836,10," Best thing to happen in 2020
",GIVE THIS FILM A 10 OR YOU WILL BE EXECUTE.
554,1-Nov-20,chrisstineb,10," Borat 2 Is Pure Genius
","I did not understand what people loved about the first movie because that type of humour is not my thing. The 2nd movie is pure genius. I laughed out loud throughout, but the laughs are not what makes this movie great. Borat 2 is a satirical look down the rabbit of current day America. We need more movies that point out the absurdity of current events."
555,24-Oct-20,jill-395,9," Flipping brilliant
","Just what we need in these dark times, something to lighten the mood with some belly laughs. The actress that plays his daughter is amazing, as it the guy at the fax shop. As always, shines a light on the farce that is america and its politics at the moment. Let's hope Borat is the saviour that can sort things out."
556,23-Jan-21,MinistryofDoom,6," A fantastic way to mark the ridiculous state of US Politics
","Borat 2 was a strange film. After doing the first one and being exposed for your hidden camera antics, how do you repeat that formula without everyone getting suspicious? Well, Somehow Sacha Baron Cohen was able to do just that because, as his sequel, ""Borat Subsequent Moviefilm....."" proves, there are just way too many gullible idiots in the world."
557,23-Oct-20,farshadtami,9," My cheeks are hurting
","I laughed for an hour and a half and now my cheeks hurt. A similar taste to Cohen's previous movies, but perhaps with a more sober tone towards the end. And more so as the credits ended."
558,24-Oct-20,marktwaterhouse-304-327812,10," Glad He is Back
","Not as funny as the original but this film has less skits and more story, probably because Borat is too recognizable. It's more like 7/10 but gave it a 10 to balance out the Republican snowflakes."
559,25-Oct-20,TheCorniestLemur,8," Great success
","This was far better than I expected it to be. I had fears that this would be too self-referential, too unnecessary, too much like the first film...the list goes on. But somehow, after the character becoming an icon of the 2000's, and virtually everyone knowing who Borat is, the one and only Sacha Baron Cohen somehow managed to make another feature length display of idiots being duped."
560,26-Oct-20,andrewroy-04316,7," Just like its predecessor, this is a funny and smart satire of American society
","Borat Subsequent Moviefilm definitely has the same feel as the original, though it is certainly less of a broad exploration of American culture than a very pointed political satire aimed at the current election. It may be less timeless than the first due to its emphasis on Trump and the current political climate, but I also think the clarity works well for its purpose. We get the same style of jokes here - Borat meeting various types of people and seeing many of the flaws and prejudices held by Americans. Much of the film is spent with two Trump supporters and later parts of the film center on Giuliani, and the ending really drives home the message that even people from the backwards nation of Kazakhstan recognize the idiocy of the current administration and many of its racist supporters. I also thought the COVID-based twist in the film was funny and worked very well. The biggest star of the show, though, is actually Borat's daughter, played by Bakalova. She is absolutely fantastic, which I imagine is even harder to do when some of the characters weren't acting. There are a lot more jokes here centered on Kazakh backwardness, particularly regarding women (for example, I didn't find the jokes about the book to be that great), which are the ones I liked least about the first and feel the same here. Most of its scenes focused on satirizing modern America, however, are fantastic. The Trump supporters, the Giuliani and Pence scenes, and the ending all work really well. Also, while it wasn't really a political joke, the scene talking about getting the baby out of her was the funniest bit from either of the movies. Just like the first, it has its hits and its misses, but at the end of the day it's a comedy with lots of funny moments and plenty of interesting ideas and scenes."
561,23-Oct-20,jack-39973,7," Good Sequel.
","It's not as good as the first one, but still really enjoyable and funny. And the twist at the end is just brilliant. ^^"
562,28-Oct-20,mateusolivotti,8," Borat's return!
","Okay, the first Borat was controversial, sparked some processes, but its 2020 sequence will likely have many, many more processes. Without a doubt Sacha Baron Cohen is a brave person.
14 years after the events of the first film Borat is sent back to the United States, but this time with a different purpose and alongside his daughter.
We waited 14 years for a sequel to the first feature, and was it worth it?
the answer is yes! It was very worth it
Borat 2020 presents the same kind of humor as the first film which is great, again a very good performance by Sacha Baron Cohen and most importantly: extremely heavy criticisms of the American lifestyle and the Trump administration, which is undoubtedly the point highest in the film.
Perhaps anyone who is not fully familiar with current US policy will not understand one or the other joke, but you can have fun just the same.
At certain moments in the film you will find yourself asking: What is this? How hasn't Sacha Baron Cohen been arrested yet ??
And this is just amazing.
But obviously not everything in the film is wonderful, it presents some problems of the first film, as things are resolved very easily and happen very fast, for me the first Borat (2007) is still better, but the second feature manages to honor the first well.
Borad (2020) is a great film, even though it is not perfect and a little inferior than the first, it is a great sequel and a very funny comedy film, with heavy criticisms and pertinent to the USA"
563,30-Oct-20,henrycoles9,10," The hysteria continues!
","Sacha Baron Cohen finds an actor with a comedic genius like his and the hysterical fun is now further through the roof! However, there were more scenes in this sequel that made me question how improvised they really were and whether the real people were in on the outrageous stuff happening around them, and there appears to be much more editing of these scenes. So the first movie definitely remains on the top."
564,28-Oct-20,HabibieHakim123,10," A Perfect Sequel
","""Finally a good sequel, i think this is a better then the first one, it's more interesting, more funny, and of course more shocking, this sequel proof Sacha Baron Cohen acting skill after 14 years not to be Borat character and his acting is still awesome, not less but better, i highly recommend, but make sure watch the first one first"""
565,30-Oct-20,vwmatt,1," Cringey leftist desperation.
",Its a attempted smear campaign towards Republicans and that is litterally all it is.
566,28-Oct-20,katecoonan,10," Better than I was expecting!
","Had the same humor as the first one but seemed much more thought out and planned, and the girl that played the daughter was great! So crazy that Sacha Baron Cohen got the Vp and the presidents lawyer like that lol"
567,23-Oct-20,johnsonstanley-36046,10," VERY NICE
",IM NOT VOTING FOR TRUMP ANYMORE BECAUSE OF THIS MOVIE! THANKS BORAT
568,3-Nov-20,Htapohcysp,1," Borat abused the trust of Jeanise Jones
","Lied to her to take part in a ""Documentary"" and massively underpaid her."
569,16-Jan-21,terimardi,8," Not as good as the 1st but still brilliant
","Only idiots would say that it's wrong to make a film thats based on current affairs. Especially when it shows the stupidity of the right wing politicians who say they care about the public whilst hurting everyone.
The 1st film should be shown in schools, as should Schindliers list.
The stupid and their supporters should be ahown for the fools they are.
This film does it brilliantly"
570,17-Nov-20,TheCasualReviewer,7," Hilarious moviefilm. Love this moviefilm.
","SYNOPSIS:
Borat is sent on a mission back to America to give a gift that will make Kazakhstan and America allies."
571,23-Oct-20,michaelpatbourke,1," review from a guy couple
","Guy 1: hes so funny looking
guy 2: *hated thus moodie*"
572,3-Nov-20,drael64,6," Eh
","Maria stifles laughs throughout, which is not good for an undercover actor. There's a lot of deceptive cuts, etc. Borat doesn't really offer anything fresh apart from a little woke moralizing on the side. There are some cute moments - the old jewish lady, and the qanon flatmates, but like the first film I didn't find this particularly funny. I think I might actually prefer ali-g, something that was definitely coming from a more light hearted place than this film."
573,23-Nov-20,alesbaro,1," Awful
",Just plain awful. Unwatchable. CRINGY. Lowest for Sasha.
574,24-Oct-20,dennismillerinc,1," Stupidest movie..
","Just such a waste of time.. not even funny, just cringe :/"
575,4-Nov-20,maximgutman-424-133386,1," This is just TRASH!
","I am mostly sorry I spent my time watching this.
The first Borat film was a satire and had funny moments but this one is just cheap radical propaganda.
It is clear that in every society one can find problematic groups or individuals.
Sacha Baron Cohen decided to be the poster boy of the Democratic Party by feeding the viewers conspiracy lies about the Republicans.
In one word - PRIMITIVE!
And actually really not funny."
576,23-Oct-20,olav-9,10," My jaws got dislocated from laughter
","Very seldom do I laugh until I cry and get a pain in my jaws.
I am very thankful that he made this movie just for me."
577,26-Jun-21,tecnodata,6," a political movie?
",While the first Borat had the freshness of invention and the intent of satirizing some or many of the American idiosyncrasies this one looks more like a hastily concocted job with the only purpose of getting it out before the election.
578,26-Oct-20,burnzyburns,7," A (slightly) different approach
","When Borat came out many moons ago i highly considered to be one of my all time favourite comedies especially that of the crude nature. A movie like that I could never picture it having a sequel but in 2020 where this year and it's few previous that have been decimated by sequels, I wasn't too surprised to see this being made and realeased."
579,23-Oct-20,mortenklaebo,1," Are you not tired of antiTrump comedy yet?
","Then this movie is perfect for you. This is old school pranksters, knocking inside open anti-Trump doors. Boring if you are tired of this."
580,23-Oct-20,bernierdan,10," Brilliant!!!
","As always SBC finds a way for satire without being too heavy handed in directly insulting people. Maria is incredible in her role and can easily hold her own with Sasha which says A LOT!
For me the ending was my favorite part.
And bad boy Mr. Giuliani! 😂🤣"
581,15-Nov-20,vitor_mplopes,4," Really bad
","Honestly not funny... very few scenes made my family laugh, the First one is a 10, but this one doesn't even come close"
582,15-Nov-20,Portaltech78,7," Better than his first
","Borats first movie was crazy and cringy to watch at times, but this one was better and actually had a better story line with his relationship with his daughter."
583,27-Oct-20,mujali-48677,2," That Joke Isn't Funny Anymore
","Humour is subjective. However it's arguable that depravity, offence-causing and general crassness requires very little comedic skill. Nothing new was bought to the table here except very obvious political leanings and a quest to belittle those whose views differ. I say this as someone who has very little interest in politics in general, so I don't have a viewpoint or dogma to defend. I just think there should be balance in everything, especially if art is a vehicle through which society can heal. That's why Bill Burr is such a legend as he mocks everyone!"
584,26-Oct-20,OzMovieWatcher,5," Very tame compared to first movie.
","I watched it free to air on Solar Movies website (where you can watch tens of thousands of movies for free).. Compared to the first movie, this one was very tame. I do not regret watching it, I found it entertaining, but I found it slow and really lacking in humor."
585,23-Oct-20,rarepeperonis,5," Meh
",Not as funny as Borat 1 or Bruno even his America Tv Show.
586,27-Nov-20,hlee-74887,10," A movie about absolutely nothing?
",This movie is essentially a slap stick comedy disguised as an allegory....or is it the other way around?
587,18-Apr-22,DVK1234,7," Entertaining
",I thought it was a pretty good sequel and Tutar was a great supporting cast member. Pretty fearless to be able to do the things she did in that movie. My jaw dropped a few times in disbelief!
588,24-Oct-20,nickgray-12862,7," Not as good as the original, but still worth watching.
","The original is still one of the funniest movies of the last 15 years. This one is different, more of a movie than a documentary. Borat is, still that loveable but non pc buffoon. The story between father and daughter is cringy but also heartwarming. Maria Buklova is a defo star in the making. Good but not great like the first."
589,24-Oct-20,meirellesgm,3," disapointing
","The movie is very disappointing. Differently from the first one, with several jokes and making funny of all, this one has an agenda and focus on politics with mostly anti-Trump. In addition, it made me laugh just a couple of times."
590,29-Oct-20,ceanderson84,8," Hilarious and awkward
","It's hilarious and brilliantly written, acted and improvised. It's timing is impeccable. So awkward but in a good way."
591,25-Oct-20,bibouworldtraveler,10," Eyes wide open on USA's ugliness - A very courageous stand
","When reality as become a parody, laughing at it's buffoons is mandatory. If you didn't like the movie, the joke was probably on you."
592,16-Jan-21,penofinspiratin,3," Depressing humor
",Well nothing new about boat besides cringe-worthy sexualized jokes
593,26-Oct-20,misslilliangene,10," Perfectly Timed, Absolute Perfection; Sacha Baron Cohen does it again!
",Wow!
