Name,Date,Rating,Review
"
                    
                    
                ","Oct 27, 2020",0,"
                        Fits in line with the other movies and TV show produced by Sasha Baron Cohen, However there are fewer memorable gags than in previous features. Still worth the watch if Sasha Baron Cohen is your cup of tea.
                    "
"
                    
                        
                            
                                last i
                            
                        
                    
                    
                ","Oct 27, 2020",0,"
                        Movie is extremely funny, I had to keep pausing it to laugh so I would not miss anything. But I can see that this is definitely not a movie for people with tin skin :)
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Almost felt like the first Borat!
                    "
"
                    
                        
                            
                                aisha d
                            
                        
                    
                    
                ","Oct 27, 2020",0,"
                        Great film of the year. I go far ro say it should get a Oscar
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        This movie.. I literally couldn't tell if it was real or not. It was scary. I think that was the point. Beyond that - hilarity, mockumentary style commentary, and insanity to the max. Very well made.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        This one was a pleasant surprise. 7.1/10, B-
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        I laughed three times.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        NOT ""VERY NICE"". 
Tried, set on biased politically charged punchlines. SBC manages to get away with his highly offensive take on middle eastern culture, mixing with the western world.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Funny but less authentic than the first. Seems somewhat like hypocritical political propaganda, hidden behind some great satire.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        It is 2020 and SBC thinks it is funny to culturally appropriate a country in Asia. Yes, he said in his NYT interview that the reason he chose it is because no one knows about it. Really? He and his team did not know that it is a Muslim majority country? Xenophobia and Islamophobia among so many other deranged traits. Shameful.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Really sad what's happened to SBC.  Political activism is not comedy
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Overall it's pretty clear, Marx Bros were/are funnier. But better luck next time.
However, Sacha is none the less golden for his amazing performance as Julien in Madagascar (2005). Hard to live up to that level, but we can count on his continuing efforts. Thanks Sacha
                    "
"
                    
                        
                            
                                ari v
                            
                        
                    
                    
                ","Oct 27, 2020",0,"
                        I could tell from the pro censorship speech Sacha Baron Cohen gave just before this came out, that this was gonna be way too neo-liberal for my taste.  And so it was.  But I wanted to see the Giuliani thing for myself (no pun intended) and to see how this would fare in the actual-laughs department.  The fertility dance thing was just about the only LOL that actually transpired.  Not my jam all in all (again, no pun intended).
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        It's not anywhere as good as the first.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Trying too hard to push an agenda. Borat: Movie for social justice and make embarrassing of self
                    "
"
                    
                        
                            
                                nathan z
                            
                        
                    
                    
                        Super Reviewer
                    
                ","Oct 27, 2020",0,"
                        Secretly filmed over the past year, Sacha Baron Cohen reprises his outlandish Borat character to once again lampoon people's not-so-hidden prejudices, anti-Semitism, xenophobia, and misogyny, which seem to have only gotten worse since the first Borat movie in 2006. The flimsy story follows international journalist Borat returning to America to help improve the standing of his home nation, Kazakhstan by offering his daughter Tutar (Maria Bakalova) to the Trump administration. It's really just a platform for Cohen to adopt a series of disguises (his Borat is too recognizable) and dupe some rubes while exploiting their ignorance and patience. Much of the entertainment comes from the cringe-inducing interactions of how far Cohen and Bakalova will go, marveling at their improvisational skills and also dreading what lines they might cross next. I was laughing fairly consistently, though the schitck naturally won't be as funny the second time around, even with a 14-year gap in movies. I was really impressed by Bakalova and her own commitment and quick-thinking, keeping pace with a pro like Cohen and really stealing the show because Borat can't go out in public as before. There are some outrageous moments that work, like Cohen imitating a country singer leading an anti-masking crowd into a singalong about ridiculous charges, and some that simply don't, an ongoing stretch where Bakalova explains the appeal of masturbation to a gaggle of deadly silent Republican ladies. Sometimes the comedy seems so broadly caricatured that it's questionable whether its helpful or harmful, especially the anti-Semitic tropes that Cohen embraces as means of satire. Saying something outrageous to an outraged or shocked party isn't quite enough. When compiling these hidden camera comedies, they thrive on the oxygen given to them by the subjects of the prank. If they don't really engage, it can feel a bit tired and desperate. I'd say the ratio of hits-to-misses is about half and half but the movie has enough big moments to keep fans happy. the most notorious moment has already been widely disseminated through social media and serves as the climax of the movie, strangely both as the high-point of pranks and big names but also as the emotional catharsis of the movie. Tutar poses as a foreign journalist and interviews Rudy Giuliani, who drinks, goes into a hotel bedroom alone with Bakalova, and then lays on the bed while slipping his hand down his pants (like a gentleman does). Borat realizes he doesn't want to offer his daughter to this creepy, sleazy man and rescues her because he truly does care about his daughter. Borat 2, or Borat: Subsequent Moviefilm, takes a scattershot approach to satire and squarely aims at the science-denying MAGA crowd celebrating the excess of their leader (who doesn't sound that different from Borat, come to think of it). It might be more admirable in intent than execution but the new Borat can provide a few belly laughs and a few groans as Cohen attempts to make American funny again.

Nate's Grade: B-
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        No where near as funny as the first film. It was very scripted and mainly just makes fun of conservatives. Most of the jokes were really bad and the situations and recations seemed staged. Overall pretty lame and a big waste of time.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        An engaging follow up to a cult movie from last decade. A worthwhile watch.
                    "
"
                    
                        
                            
                                john m
                            
                        
                    
                    
                ","Oct 27, 2020",0,"
                        Making a BORAT film under all the rare circumstances 2020 brought us makes for something so different, but also, we still get what we want from this type of film. While I feel many moments were heavily edited to make the situation seem more shocking than what actually happened, Baron Cohen just trying to get this thing done in the midst of the pandemic and the Trumpiness and the whole shitshow America has become in the last year is extremely impressive. Some of the gags get a bit tiring and some hit hard. At the end of the day though, this is going to be one of the few films that will really give future generations a good idea of what America was like during this insane year, and it should be treated as much more than just a dick joke film for that reason.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        brilliant. must watch!!
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Had some epic parts! This movie definitely made me laugh, and is a must see. It was incredibly funny, only wish it didn't end so soon.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Just in time for the elections, I would love to see the ratings breakdown by state, haha
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Time we'll never get back. The 2006 was so hysterical, we laughed for days afterward. This one was just awful. The commercials were funnier than the movie.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Borat is pure parady, but there IS a genius to the writing and production unique among films. I laughed out loud and found myself cringing at some of the site gags which,  as typical, are way over the top. Ms Bakalova is absolutely gorgeous and stole the scenes with her deft comic timing and expressions. I love the title as well.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Simply not funny.  5 minutes would be too long for this concept, I can't believe this movie got made.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        It was very disappointing, they kind of in trapped Rudy Giuliani
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Hard to watch dated comedy style. It would be cancelled if it was actually funny as it is overtly racist humor.
                    "
"
                    
                    
                ","Oct 27, 2020",0,"
                        Refreshingly non-PC in an increasingly overbearing PC world. The movie does a fantastic job of acknowledging it's predecessor without trying to create the same movie over. My favorite movie of 2020.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Great movie, liked the jokes and pacing much more than the first film.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Don't understand the fuss. Wasn't funny, and dude is annoying.
                    "
"
                    
                        
                            
                                jacob r
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        Not my kind of humor.  I understand why others would like it, but I've never been a fan of cringe comedy.  If you're looking for something where the actors play absolutely outrageous caricature like characters designed to bring out the worst in people, this may be for you.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Didn't disappoint me at all, was what i expected... Just perfect
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Great film overall! Although Cohen occasionally crosses the line from provocative and cringe, the result is brilliant nonetheless. The audacity of this man never changes and he never runs out of ideas. The script feels fresh, although a lot of the movie was clearly staged unlike the original. I suppose the script saved it. My only complaint is that this is quite different from the previous social experiment, this film felt like more of a motion picture than meaningful peice. You cant take anything away from it though, because its crudely hilarious and hysterically performed.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Finally we have a movie to make your insides hurt, shed a tear, and cringe uncontrollably. Sascha Baron Cohen chose a great time to drop such a controversial yet entertaining movie, that will test how sensitive you are. Political correctness is not welcomed when you experience this film. I highly recommend easily triggered individuals to stay away. If you are laid back like I am, then this is a brilliant and ridiculous movie, so buckle up for a turbulent ride.

I have no clue how Cohen pulled this off so flawlessly, but I congratulate him for a job well done. It is time for the world to not be so easily offended by what is on their screen and just enjoy the movie for what it is. To my surprise, I thought this sequel was tamer than it's predecessor, or maybe I am just used to his over the top antics 14 years later. Irina Novak, who plays Borat's daughter, easily steals the spotlight and should have spin-off documentary film of her own. The plot is solid and put together well. You can tell that tedious planning and scheduling had to be executed to make sure that this crazy story was pulled off flawlessly. Expect to be shocked from the beginning to the very end as the story comes full circle.

I give Borat Subsequent Moviefilm an 8/10. It doesn't go as deep as people think but there are plenty of unfortunate events, WTF moments and one big bombshell that will may or may not surprise you.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Went very political, and overall did not come off as funny as the first one
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Hilarious. Great commentary on American culture.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Hilarious movie! Highly recommend watching this if you're looking to watch a great comedy movie.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        There are clever moments for sure and I did laugh, however there weren't many gut-busting laughs in this movie like its predecessor.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Very dissapointing and boring. Not funny in the slightest. Leave the politics out of the movies. Films should be an escape from the everyday BS, not the source of it!
                    "
"
                    
                        
                            
                                Carl E
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        A great sequel to an already excellent movie. Borat 2 is a great follow up to one of my favorite comedies of all time. Obviously, Sachs Baron Cohen is hilarious as Borat but I was surprised at how great of a job newcomer Maria Bakalova did as Borat's daughter. She is essentially the heart and soul of the film and did an excellent job playing off of Borat. The film's writing is once again excellent at showing off Cohen's comedic talents and showing the state of the United States in 2020. The film's story is excellent and I was incredibly impressed at how they incorporated the Covid-19 pandemic into the film. Quarantine started during the making of this film and they quickly rewrote the script and incredibly and expertly wove the pandemic into the story. It was seamless and felt like something they had planned from day 1. Something great that Borat 2 does is show the current state of the United States. They are a lot of jabs at the Trump administration which could/will turn some people off from the film but it's hilarious and thought provoking none the less. There is a moment towards the end of the film with a certain politician that's horrible. Not that the film is horrible but what he does is horrible. Since this is a sequel to Borat, it has to be funny and it was definitely funny. I found myself laughing at a lot of moments in the film although I prefer the first film's jokes over this one. I really didn't have a lot of issues other than the occasional slow bit here and there. Go check this out when you can but if you consider yourself right leaning, you might not get as much enjoyment out of it as others would.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        It might not be everyone's cup of tea due to it's political themes and over-the-top moments, but Borat: Subsequent Moviefilm still brings a few laughs along with it's informative message
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Loved the first one. This one , not so much. Don't waste your time!
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Movie was stale and boring, the formula was funny 15 years ago.  Reusing the same formula today is boring.  How many times can you do the same thing before it gets old.
                    "
"
                    
                        
                            
                                greg m
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        outstanding cinematography, and factually on point, can't wait for the prequel to this awe inspiring trilogy
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Won't hold up in a few years but who cares, right now? VERY NICE!
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        I liked the first movie, but this is one of those completely unnecessary sequels that have no new ideas or jokes.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Amazing movie and very important in today's climate
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Funny and necessary.
                    "
"
                    
                        
                            
                                cole k
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        Laugh-out-loud funny throughout, perfectly cast (HOW did they find these people -- especially Maria Bakalova) and incredibly telling about the state of America in 2020. I will be telling everyone I know to check this one out.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        ""Borat: Subsequent Moviefilm (etc.)"" really doesn't offer much. Of course there are the trappings that we have all already heard about - they do offer moments of disbelief and ""can you believe it?!"" - but is this a good film? No.

I didn't feel enticed to watch it through to the end. Oh don't get me wrong, I sat through it, in part thanks to an obligation to contribute to the inevitable discussion it would generate amongst my friends but, frankly, it bored me. There was also, of course, the scene that garnered so much pre-release attention. Quite cleverly, this scene was at the very end of the movie. Should I have just fast-forwarded? Maybe. Though I will admit that there were other snippets that offered some light relief.

There is no flow to this 'movie'. It is a sum of individual parts and, realistically, there aren't enough of those parts. Maybe this would have been better served as a tv show, removing the monotonous interludes. More effort seemed to go into the credits than into the storyline.

That's not to say there isn't anything to admire about this production. For starters, the acting is quite brilliant. Baron Cohen continues to astound. Every foray of his leaves me running out of superlatives.  Bakalova too is outstanding in her role as Borat's forsaken daughter. I do wonder how I might react were I ever faced with two similar characters...would the camera be nice?

And while there will be rightly much focus on the moments that expose a population's frailties - in some instances, to a scary extreme - there are many moments that highlight underlying human decency, belief system aside. And in these, the movie can be touching.

I like Baron Cohen. I like Borat. I just didn't like this very much as a movie.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Not as raunchy as the first, but still funny
                    "
"
                    
                        
                            
                                charlie l
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        It doesn't quite match up to the greatness of the original, but this second instalment is both entertaining and necessary given today's cancel culture and sensitivity.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        88% The sequel is just as fun as the first one, with great dark humor and some great comedic twists that people will not see coming.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        The third act alone can compete for the most jaw-dropping scenes in a film. This movie shows you the best and worst in America without pulling any punches. I saw a political leader get exposed. I saw a Holocaust survivor tell Borat to ""make love instead of war."" Borat Subsequent Moviefilm might not be the movie for everyone, but if you can handle its harsh truths, it's a movie you won't forget.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        So disappointing. I loved the first one. But this movie is just lousy. Not funny. Lacks the unscripted discomfort that made the first one so good. Too much of this is like watching bad actors perform a bad script. Even the unscripted moments feel oddly staged.
                    "
"
                    
                        
                            
                                taylor h
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        Sequel to 2006's infamous phenomenon Borat, Sacha Baron Cohen returns to his iconic character to shine a light on U.S. politics. You will either be rolling on the floor in laughter throughout or cringing until well after the credits roll. Not an easy moviefilm to recommend to just anyone, but if you enjoyed the first Borat, you will find plenty of laughs here.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        A worthy follow up to the original movie that shocked viewers and those involved. The concern was that with a sequel, Sacha Baron Cohen was going to be extremely visible as his globally recognized Borat character...that said, he cleverly gets around the issue and it works. Funny, cringeworthy, exploitative, purposefully politically incorrect to reveal the good (or bad) of those involved. All Borat fans should like this outing and those who are sensitive to political incorrectness when it serves a purpose, should steer clear of this one. Relax, laugh, and cringe with one of the best to do it! Sadly, -half star since there is no corky bucek. I need more corky bucek!
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Two kinda funny moments the rest is absolutely horrible. Not worth watch. Can't believe the critics reviews.
                    "
"
                    
                        
                            
                                júlio a
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        Eu não sei nem resenhar essa porra louca haahahahaha
Tem cenas hilárias, de tão real, fica tão absurdo..mas por ser real é achamos hilário, os absurdos da vida real.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Remains my favorite actor of all time
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Borat 2 made me cringe, but it was GENIUS! 
In spite all the cringy stuff, the movie was spot on about all the craziness we're dealing right now:  racism, Qanon, Trump's p***y--grabbing, Covid, shootings in jewish temples... oh and, at the end of the movie, did you see the ""Karen"" carrying an ""AR15 rifle at walmart""?? --a shooting happened at my neighborhood Wal-mart last year --so this hits right at home! So if you have an ounce of decency or if this movie made you feel uncomfortable in any way, try to consider, this is who we are! This is America and we need to change. 
(I would have given it 4 stars, but I'm trying to stay grounded)
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        unfortunately this one was a flop. i really liked Bruno and Borat, and very much wanted to like this too. But it mostly focuses on his daughter who just doesnt have the comedic ability he has. Also, it was more of a political opinion piece rather than focusing on comedy. very disappointed that it couldn't even amount of a fraction of his previous movies.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Clever, a great way to look at the mess America is in.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Great if you enjoy watching the same exact thing from 14 years ago. The first movie was hilarious, this is just a sad re-hashing of the same schtick, although this time Cohen's effort is overtly political, ostensibly to cash in on the divisive current political climate. It's like watching an hour and a half Saturday night live skit , but not a good skit, more like a sad, angry Alec Baldwin skit
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Similar to the first movie it holds a mirror up to the conservative side of the US. Although it is less confronting as its predecessor as we are used to Borat's antics, it still manages to pack a few surprises. 

The Giuliani scene is hyper cringeworthy and difficult to watch and the optics aren't great for him.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        If you loved the first one you'll hate the second.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Very underwhelmed considering RT gives it 84% and it has brilliant reviews from those in the know.  It just wasn't that funny and it was more of the same old thing.  I'm willing to bet that most of the public were stooges anyway.  What really annoys me is that I'd saved it to watch on a rainy weekend and it was p*ss poor.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        So I liked the first Borat, but didn't really think it was as great as people said it was. It was just a very funny, offensive and dumb mockumentary, with barely anything complex to it, if you will. But this really surprised me because yeah, it starts like I would expect it to, but then slowly manages to be emotional which is absolutely priceless. And make no mistake, the movie is still a Borat movie, so it's vulgar and offensive right away. The thing about these two movies is that you see those things that you would see in dark comedies with actors, but here, you know there's a possibility of it being actually real and yes, there are very real scenes here, and one of them in particular really stood out for me, and no, it's not that Rudy Giuliani scene. It's when Borat meets the holocaust survivor. That scene was 100% real and apparently, Sacha Baron Cohen had to break character after they stopped rolling. I would have never even thought that one day I'm gonna be saying that the best scene in a Borat movie is a wholesome and emotional scene. Do I think this tops the original? I think so, yes. The movie is also extremely funny, and as always, and Cohen is amazing in the lead. He had to stay in character for 5 days while he was staying inside a person's house. That is insane to me, and considering that this year was pretty weak, I wouldn't be surprised to see Sacha nominated for an Oscar for this. This also has a strong message for gender equality, and again, that's the last thing I thought I'd see here, but it's also done right, well, as right as it can be done in a Borat movie. So, in the end, Borat Subsequent Moviefilm is a really funny, and surprisingly hearwarming movie, and the ending is pretty damn unexpected.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        This movie is devastatingly entertaining....devastating.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        The first movie was the comedy gold. Second is just political propaganda against republicans. At the end they even tell you to ""now go vote"".
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Nowhere near as good as the first one, more of a political move to get people to vote against trump  than an actual movie. more cringe than funny and big waste of time, and this is coming from someone that really loved the first one.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        As outrageous, hilarious and bold as the first one, the sequel more than lives up to the sky-high expectations!
                    "
"
                    
                        
                            
                                mark b
                            
                        
                    
                    
                        Super Reviewer
                    
                ","Oct 26, 2020",0,"
                        I'm generally not a comedy guy. I did see the first Borat and found it to be a hodge-podge of prank sketches with some very funny gags. 

Sacha Baron Cohan's follow-up improves over the original with a more story-based approach that still upends the '-isms"" in America (racism, sexism, etc.) in the midst of a freaking pandemic. It couldn't be more well-timed in this brutal election season.

The standout is Borat's 15 year old daughter played by Maria Bakalova (she's actually 24) who steals the show with her cluelessness and likeability. 

How well you enjoy this movie will depend on your own level of political ideology and tolerance to very crude and crass behavior. Personally, I found it hilarious. But it is definitely not for everybody.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Just not funny, and almost boring. I hope it is forgettable, as, whenever I think about it, it makes my day worse.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        I was laughing my butt off to this movie.   Borat comes back around to again deliver strong laughs and a clear message that speaks volumes.   Great job!
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        This movie is great. Funny from beginning to end. I personally think Borat and Borat 2 are the best political satires since Stanley Kubrick's Dr. Strangelove.
                    "
"
                    
                        
                            
                                renaldo d
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        Wonderful film both in its format, comedy and script, the question remains: What was the end of the film?
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Another funny satire from Sacha Baron Cohen with outrageous, career-ending footage that makes you wonder how he manufactures these situations.  My main concern is the rewatchability factor, because it is a film that is very much of its time.  Nevertheless, the character of Borat continues to be legendary.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Oof. He should have retired this character after the first film, which was genuinely new and funny. The jokes in this one are stale.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Lo mejor...
Maria Bakalova, quien interpreta a Tutar, un gran descubrimiento como actriz, tiene muy buen timing en la comedia y en ningún momento se ve opacada por la actuación de Sasha Baron Cohen. Sí parece la hija de Borat.
Sasha Baron Cohen sigue haciendo reír con su personaje de Borat.
La película es divertida de principio a fin.
Spoilers:
La niñera Jessie Jones y la Sra. Judith Dim Evans, sobreviviente del holocausto.
El libro de Tutar.
Las escenas con Rudy Giulliani.
El final con giro inesperado.

Lo peor
Spoilers:
Después de haber visto la primera, ésta ya es predecible, y pese a que se disfraza (porque sabe que lo reconocen), ya no es tan creíble que no lo reconozcan, en especial cuando se encierra en casa de dos desconocidos por la cuarentena o en el evento de las debutantes.
                    "
"
                    
                        
                            
                                Greg M
                            
                        
                    
                    
                ","Oct 26, 2020",0,"
                        It's pretty entertaining and full of more of the same things that made Borat so much fun. Plenty of awkward moments. Plenty of things you wish would be taken for what they really are - a very unfortunate medium to see the truth about some things... Just keep in mind, it's not all satire. And as offensive as many may see it, it's really hard not to appreciate the fact that you can still appreciate it, even if it violates like every social convention for what's considered PC these days. I recommend seeing it, but more so I recommend the first one for those who have not seen it. See them in order. It's worth it.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Appalling, disgusting, and offensive to women and to Kazakhstan, a Central Asian country of 18 million people. This movie is dishonest, vile, and waste of time.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        I laughed so much my stomach felt sore for the rest of the evening.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Maybe better than the original
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        Sort fo a satire. Makes fun of trump and Democrats. Not as good as the first but still funny.
                    "
"
                    
                    
                ","Oct 26, 2020",0,"
                        It's not the sequel we wanted. It's the sequel we needed.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        I have liked all of his movies and shows so far, but this is one to skip. I think I laughed about 5 times, but the rest of the movie was either not funny or just dumb.  I was happy it was free to watch or I would have felt ripped off.
                    "
"
                    
                        
                            
                                Lance D
                            
                        
                    
                    
                ","Oct 25, 2020",0,"
                        Disgusting. Not creative. And rushed out for political reasons.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        Hysterical! It immediately reminded me what I really liked about the first one. Topical  and political in all the right ways, no pun intended. The actress who played his daughter was awesome, kudos to the casting director. Do not miss this!
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        Borat: Subsequent Moviefilm (2020)
#IMDb #MovieReview 3,0 ⭐️ Borat volta à América para restabelecer a glória do Cazaquistão. Não chega aos pés do primeiro, mas consegue passar algumas situações cômicas. Mas dá para assistir.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        I would never have thought he could pull off another one of these.... he did. It's hilarious.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        meh; half baked plot, some scenes were too obviously staged and the twist ending seemed tacked on. at least his daughter was hot?
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        I signed up here because I think this movie deserved it.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        It's not funny at all.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        Beautiful. Better than the first.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        isa funy moovi i lauch with da borat
                    "
"
                    
                        
                            
                                german g
                            
                        
                    
                    
                ","Oct 25, 2020",0,"
                        Absolute trash. The worst movies I've ever watched.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        The surprise of the first movie is gone. Everything seems forced. Cohen wants to shock absolutely and denounce the foibles of modern america but it falls flat.
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        I can't stop laughing
                    "
"
                    
                    
                ","Oct 25, 2020",0,"
                        Spoilers!

The main aspect I enjoy is that this movie does humiliate the worst kind of people; those with racist, prejudice, sexist, misogynistic attitudes, crypto-facist zombie Ghouliani etc. but the cardinal sin is it just isn't all that funny and doesn't compensate for all the cringe it creates. How do you properly lampoon the shameless, living-out-loud audacity of  those who relish their abhorrent views? You really can't. You just film the ensuing train-wreck. That's less genius and more observation of the current prevalent American psyche.

Personally, I think it's demented that a young woman was groped by a living-corpse of a politician and it's played for laughs. It only takes a second for someone to violate another in a way that causes long-term impact and even though Borat (SBC), intervenes it still was risky and in poor taste. 

In the age of the #MeToo movement, when women (and men) are very much still struggling with sexual assault being taken seriously as an inexcusable crime while being understandably scared (and sometimes unable to speak out), many are working hard to have it acknowledged by the law, hoping it holds predators accountable. A myriad of people are actively struggling to survive in the aftermath of victimization; all the while, this movie is not a good look for anyone involved (with two exceptions I will get to in a bit). It's flat-out belittling, perverted and feels regressive. I can't help but wonder how SBC would feel if his wife, who is an actress or his daughter when she is grown, was to be put in such an uncomfortable and potentially  dangerous situation for an acting gig. It's not something I would wish on anyone and in my mind, this gag makes SBC just as sexist as those he mocks (albeit not quite as creepy but not too far off). Way to lose moral high-ground by creating the very heinous problems you purport to abhor by making a ripe environment for them to fester for cheap laughs. 

Now, I realize the actress was of age during filming, apparently fully-consented and claims she felt safe in the process but as a relatively unknown young woman new to fame, this was an uncalled for and risky position to be expected to be in and sets a less-than-empowering standard in an industry already riddled with sexual abuse. It was unfair to her and makes things more unfair to others in the business when this is normalized and applauded as ""brave.""

Plus, unfortunately it won't have any real ramifications for that hobgoblin of a politician (I refuse to even give power to his actual name hence the nickname Ghouliani). I am glad he's embarrassed but it could have been done in a way that doesn't physically subjugate a woman's body. Hollywood exploits women and girls enough and no one should have to deal with such vile and predatory behavior.

 I can't say I'm shocked by Ghouliani's lecherous conduct and idiocy, nor will anyone who has been paying attention think anything groundbreaking is truly revealed when a horrible politician is busted for being as sleazy as the clichéd stereotype. When you look under rocks in a quagmire, of course you will see writhing, grotesque bugs and there are plenty of vile people reveling in their own putrescence and ignorance abounding in this flick. 

Laugh it up America, the joke is on us all too. The sucker-punchline is finding this demented comedy a rollicking good time while our country is being run into the ground by the exploitative administration currently in power. This is more of an existential horror and true tragedy rather than a pithy satire. Many of us were already vastly and painfully aware of the precarious state our fragile nation has been in for some time already. We have to live with the violence, hate and discrimination on the daily. 

Such a grim spectacle being seen as hilarious entertainment is very fitting for 2020 and the past 4 years of BS we've had to endure. I guess it's a sign of these absurdist, apocalyptic times right before the chills of Halloween... ""Idiocracy"" does it better and even ""Jackass"" is more entertaining though.

The best  two highlights and my favorite parts by far are Jeanise Jones and Judith Dim Evans. Their genuine, patient  humanity, compassion and authentic understanding are way more of an antidote to the ills of the USA (which SBC so enjoys showcasing), than his comedy could ever hope to be. One star for each of them. Rather than mocking others that represent the worst of society to feel superior, we should all aspire to Ms. Jones' and Ms. Evans' exemplary behavior. SBC -that goes for you too.
                    "
